,0,1,2,3,class
99,87.13573125000008,14605.473380800777,-0.0008175000000000004,1942.5184139125004,no_dust
100,7.914181385869574,1935.4175511633844,0.0009188179347826113,525.4172764043395,no_dust
101,11.30877016129032,2715.7693434979856,-0.009712701612903234,555.7332724997905,no_dust
102,15.216934226932663,3578.1622120236484,0.009016521197007485,478.6137349312264,no_dust
103,86.12382472826083,14525.192892939041,0.008138586956521742,2472.4068312007475,no_dust
104,93.84924375000001,15096.940052519538,0.023412499999999996,3627.9185302125015,no_dust
105,81.33511874999995,14046.803574785146,0.01507250000000001,1527.090846068751,no_dust
106,85.82343749999994,14437.241361210923,-0.009439999999999995,1573.9427737703118,no_dust
107,79.35536249999997,13880.944053281251,-0.01774375000000001,1246.7535720445314,no_dust
108,84.5420625,14400.099386015629,0.023962499999999998,1150.513536095312,no_dust
109,85.8218437499999,14508.561746425781,0.0010249999999999981,1474.0588632453123,no_dust
110,78.7236,13837.806976289046,0.026542499999999993,1180.2459341812491,no_dust
111,79.51505625000007,13708.153273183585,-0.014906250000000015,1167.0712394179695,no_dust
112,86.22538125000008,14422.34936619141,0.0031175000000000035,4138.865266134373,no_dust
113,62.55564374999994,11350.314971894535,0.009810000000000001,1107.3894961640624,no_dust
114,59.52783546325879,10288.583384147876,0.018418530351437697,5604.765847796022,no_dust
115,90.569625,14834.264706914077,-0.014592500000000008,2319.8401794328115,no_dust
116,0.0,0.0,0.0067708333333333336,25.351489908854166,no_dust
117,17.38876874999999,4051.394461582032,0.0012524999999999997,453.0635467828128,no_dust
118,16.594762499999987,3877.9700941406213,0.001336249999999999,484.1947036460941,no_dust
119,55.68945000000001,10900.652618671871,-0.0015687499999999987,423.4801061898441,no_dust
120,88.97778750000003,14716.134500625014,-0.001831250000000003,1095.0057104367181,no_dust
121,1.185119912790698,296.93824559411337,-0.002776162790697674,188.5861541969477,no_dust
122,100.17356249999996,15499.948593867188,0.008346250000000005,2026.1807228726536,no_dust
123,60.44743125,11437.774816113297,0.006007500000000007,589.5168977406253,no_dust
124,97.53590625000001,15344.918173300777,0.00613625,1824.0658175117171,no_dust
125,64.28613749999995,11782.862033906244,-0.015953749999999964,603.6182237632813,no_dust
126,48.02701874999997,9376.62232306641,0.0078625,547.1181809156253,no_dust
127,61.07313749999999,11186.790355898438,0.005728750000000009,630.1535932257809,no_dust
128,55.03123124999997,10078.75485615235,-0.008302499999999992,775.6758391125003,no_dust
129,6.327042173252274,1518.947605640909,-0.002819148936170213,109.04074265055095,no_dust
130,84.67370624999998,14285.027742363302,0.0026887500000000028,2105.51895198828,no_dust
131,3.633370535714288,889.4639240373884,-0.001971726190476189,248.27685684988842,no_dust
132,14.163586956521742,3342.004649104716,0.0036743012422360316,315.2822900026687,no_dust
133,76.73631465517245,13405.245049501627,-0.01029992816091954,1494.7686680439558,no_dust
134,67.42231874999999,12544.638799042965,0.019718750000000014,670.3250941257816,no_dust
135,70.13934375000001,12585.070531230469,0.03282125,2139.132885285156,no_dust
136,88.05181875,14667.524299863293,0.010443749999999993,1356.5632414007819,no_dust
137,67.03057500000008,12534.436732148442,-0.004408749999999999,663.3202409929692,no_dust
138,5.282142857142857,1278.5549696568073,-0.009821428571428576,220.54637856445314,no_dust
139,71.24349375000001,13020.533608886726,-0.015710000000000002,724.7098658390626,no_dust
140,62.373956249999964,11548.193565410154,0.002339999999999997,1921.9331573624995,no_dust
141,89.76459216101699,14534.951522734054,-0.02656912076271188,3124.2902842086555,no_dust
142,96.32752500000012,15261.115528124994,0.005559999999999995,2543.349636009372,no_dust
143,34.253831249999976,7073.961696738277,-0.009113749999999997,559.3682077835937,no_dust
144,71.71971982758616,12498.673301791492,-0.007707910750507104,1090.959357181796,no_dust
145,32.105775,6659.950823789059,-0.007745,591.4795072062497,no_dust
146,54.15785624999995,10494.02137201171,0.012208750000000004,693.1761425445311,no_dust
147,1.7037411971830987,415.2937632042253,-0.009267899061032864,67.17381269898033,no_dust
148,89.33173076923075,14790.28364918869,-0.0007980769230769224,4066.152858788064,no_dust
149,87.43226351351352,14642.729865076019,0.002489864864864865,3886.5206140793916,no_dust
150,86.8973424515236,14596.72926930942,-0.005495152354570641,3996.675348692867,no_dust
151,21.359268465909086,4779.746119162819,0.0006321022727272738,260.02887310458107,no_dust
152,15.73772007042254,3659.3180079500453,-0.011216989436619713,246.77628675863787,no_dust
153,22.194866071428578,5046.591684171716,-0.0018218537414965992,316.4984186290921,no_dust
154,73.86361875000003,13149.213613417976,0.00037000000000000135,2043.159486567186,no_dust
155,70.30955625,12860.213252167969,0.0037049999999999995,4676.4997832062545,no_dust
156,65.31538125000004,12239.21271638671,-0.002751249999999998,1103.352957802343,no_dust
157,57.117768749999975,10963.654883964844,-0.009912499999999989,1218.6576792078129,no_dust
158,77.98824375000007,13671.758983886706,0.01700625,1298.765779103907,no_dust
159,94.73887499999994,15174.093586640625,-0.002758750000000001,5316.423605400781,no_dust
160,94.6065937499999,15154.269242167948,0.013178750000000001,4406.635614064845,no_dust
161,98.37103125000003,15401.969177871084,0.027541250000000003,16100.346036778928,no_dust
162,48.6351386278195,9846.189374229032,0.0063839285714285725,1076.024237463287,no_dust
163,72.53315625000002,13170.070686972667,-0.008664999999999996,1224.0598951390612,no_dust
164,19.59886363636364,4414.064398082387,-0.002078877005347592,720.8105002088901,no_dust
165,19.35893240343348,4148.642748373793,-0.008733905579399138,545.3041517972105,no_dust
166,1.5237215909090904,379.4318048650568,0.012656250000000006,291.5006465524384,no_dust
167,12.768389423076917,2885.644326410895,-0.005137674825174824,581.7622820899803,no_dust
168,34.84379058441559,7471.957368734777,-0.003787878787878786,1092.9428612215902,no_dust
169,77.00840624999995,13633.93516060546,0.007307500000000003,506.85772016093756,no_dust
170,90.49280625000003,14854.180899199222,-0.009350000000000008,2006.8528365609372,no_dust
171,18.27700471698113,4224.865184257075,-0.006816037735849054,280.4550673643867,no_dust
172,64.73685000000003,12050.76625312501,0.005318749999999997,832.5792267117185,no_dust
173,3.7396205357142867,922.1756961495536,-0.003292410714285713,271.78825498744425,no_dust
174,63.55014374999996,11891.510528378916,-0.0006662499999999991,652.5639459289067,no_dust
175,3.881919642857143,932.6315855189731,-0.0054910714285714285,286.0344970889137,no_dust
176,11.465039062500004,2746.4389324951167,0.010169270833333336,271.8904455810547,no_dust
177,5.47016129032258,1335.0928739289313,-0.0016532258064516107,304.1483674395162,no_dust
178,40.267050000000005,8150.245285781255,-0.01101125,791.8919638398429,no_dust
179,28.960349999999973,6228.522750585937,0.011092499999999995,594.6577664203134,no_dust
180,80.12386874999994,13874.536398339846,-0.013296250000000018,1718.7499781335923,no_dust
181,50.99776875000003,10007.415522246094,-0.006487500000000001,990.7689874171871,no_dust
182,55.63271249999998,10826.034094335937,0.0007087500000000023,998.1900934757814,no_dust
183,89.45431875000004,14685.356898105467,-0.004947500000000002,2911.111228289064,no_dust
184,92.40530625000005,15013.129330019528,0.042485000000000016,15462.39882420001,no_dust
185,51.623793750000004,9356.184660761715,-0.0010612500000000012,651.3579530523439,no_dust
186,10.862043750000003,2582.8390763085936,0.00681875,81.61678634453123,no_dust
187,12.693581250000017,3007.4186961914074,-0.0031774999999999998,135.221554115625,no_dust
188,91.18028738839278,14926.317864336286,0.008087332589285718,2184.410018770055,no_dust
189,74.32899375000005,13203.408293261715,0.004708749999999999,1650.8716324742197,no_dust
190,83.82328125000005,14266.477024277345,0.00011875000000000224,2110.2761070835927,no_dust
191,90.11229530567694,14837.882648488683,-0.018448417030567675,2389.3675600632846,no_dust
192,0.3310096153846154,82.70464881310097,0.0012860576923076918,167.3033242112379,no_dust
193,3.0778662420382163,754.656445125896,-0.0006468949044586001,70.6177595081111,no_dust
194,0.19179025423728815,48.30250215174788,0.0007309322033898302,49.23346817399364,no_dust
195,12.52400625,2869.475880410155,-0.0047700000000000025,111.16002222968746,no_dust
196,85.99906875000003,14502.189296425797,0.016827499999999985,888.7202746031243,no_dust
197,82.80105000000002,14210.814151054685,0.00504125,1855.5399792742182,no_dust
198,57.944417475728216,10583.729711582215,0.00018203883495145399,2515.6887585065215,no_dust
199,31.965206249999984,6822.396126386713,-0.003116250000000002,249.021777282031,no_dust
200,94.61041874999994,15169.31236951172,0.01634124999999999,2591.128954549219,no_dust
201,67.52756696428564,12400.62234950474,-0.010470610119047616,900.5235498965309,no_dust
202,9.558602241847838,2211.9402151356567,0.0018766983695652194,271.86062441937014,no_dust
203,45.64172712053574,8602.440781860345,-0.0069740513392857195,1081.1707240975516,no_dust
204,26.364768750000025,5305.874846660156,-0.009716250000000003,826.1658454789069,no_dust
205,0.1374609375,32.92335131835937,0.007429687499999995,50.81445701171874,no_dust
206,0.5008928571428573,126.90035156249999,0.044375000000000005,466.9206836495536,no_dust
207,18.85693125,4323.3217978710945,0.0081725,515.8018851625002,no_dust
208,4.640049342105262,1120.8332334498355,-0.0004358552631578919,372.69196672491785,no_dust
209,4.840205792682926,1134.2583669969522,-0.008356199186991866,172.1996386242377,no_dust
210,96.32911874999994,15274.571385058603,-0.033815000000000026,5841.7902551609395,no_dust
211,97.31469374999999,15339.87985341796,-0.0068175000000000084,5131.104058596876,no_dust
212,94.76915624999985,15176.83667642578,0.002355000000000003,2265.4953058328124,no_dust
213,52.304962499999974,9954.493554375,-0.005103750000000013,1397.1716821664077,no_dust
214,41.6283088235294,8121.050683593751,-0.005992647058823519,907.3797514043574,no_dust
215,64.50757705479457,11837.005661052543,-0.0035894691780821893,1031.8985006809185,no_dust
216,10.16844375,2382.0226736132813,-0.006984999999999994,159.8282597859375,no_dust
217,46.961118750000054,9236.63762068359,-0.0017112499999999988,700.759921366406,no_dust
218,34.85403750000001,7382.118676992187,0.012498750000000003,609.9923117773435,no_dust
219,89.14576875000004,14772.390218964834,-0.010273749999999996,824.5241964476561,no_dust
220,87.24091874999995,14600.688455214835,-0.010712500000000002,689.6532269781254,no_dust
221,88.59337499999998,14700.21810785156,-0.011921250000000006,1197.232566188281,no_dust
222,62.95262695312497,11854.126160430915,-0.003042968749999999,816.4238584741212,no_dust
223,11.613337499999988,2740.559601445311,-0.004342499999999996,87.09259674218752,no_dust
224,57.6487651209678,10613.56725432366,0.01051033266129032,570.7609465859694,no_dust
225,18.16875,3668.2120293153007,0.009799528301886793,516.9453371388562,no_dust
226,85.47663750000002,14458.253173945313,-0.006123750000000005,2326.236311530469,no_dust
227,93.71536875000004,15106.955731347665,-0.0011387500000000182,2262.9107628289075,no_dust
228,93.8648625,15119.548787812506,-0.013465000000000001,2806.981711031252,no_dust
229,4.020007621951224,967.7764628191709,-0.0009463922764227614,92.86432773199314,no_dust
230,4.929076086956523,1197.1155509510857,-0.0009402173913043482,100.07851346580607,no_dust
231,0.0,0.0,0.003128481894150419,145.5128123792218,no_dust
232,5.095993365921786,1223.8643963043387,-0.0009759078212290478,189.31440425650314,no_dust
233,90.1794750000001,14824.751244609375,0.006293750000000003,1383.0120502757807,no_dust
234,96.57615000000006,15280.985339296876,-0.00819875000000001,6732.080315292974,no_dust
235,4.417875,1088.3122488281251,-0.0121,103.74368278125002,no_dust
236,33.93672372611465,6911.141646160925,0.0028144904458598714,590.749876858579,no_dust
237,34.961403917910445,7208.78117661206,0.005662313432835821,563.8881624067167,no_dust
238,2.45703125,612.2827661132812,-0.003489583333333334,42.60649560546875,no_dust
239,99.13666875000007,15446.61737490233,0.0022974999999999996,3351.5270718234397,no_dust
240,98.49725624999991,15408.091281621095,0.015228750000000004,3501.7577624648447,no_dust
241,19.814137499999987,4353.870187265628,-0.011668749999999992,235.8784153523439,no_dust
242,3.5933502906976758,882.4275868686412,-0.0009411337209302319,148.18874438363014,no_dust
243,6.193489583333334,1472.0676440429688,0.008776041666666665,73.4836737250434,no_dust
244,0.095625,24.247212890625004,0.004708333333333334,43.438563723958325,no_dust
245,0.0,0.0,-0.001989436619718309,18.775911971830983,no_dust
246,90.24928124999997,14777.172604511723,0.019913749999999997,8069.415484083592,no_dust
247,7.677872757847533,1698.5631898560116,-0.007198710762331841,294.55837486074165,no_dust
248,2.436046875000001,584.2169854980468,-0.0018421874999999996,273.60158420019553,no_dust
249,51.87656250000002,10283.468952793077,0.002455357142857142,989.9428202210968,no_dust
250,34.252641293279,6801.263067500148,-0.005669551934826892,787.3542229092421,no_dust
251,65.10532500000002,11942.366530078121,0.030184999999999997,2488.262856906249,no_dust
252,6.507403846153843,1512.819129807691,-0.014927884615384617,269.6678301231973,no_dust
253,97.79435990945666,15366.89579934688,0.006437374245472835,3649.441354694573,no_dust
254,96.05626875000004,15260.033725488267,-0.008532499999999988,3940.654306896876,no_dust
255,95.20616249999988,15205.979916210938,0.010333749999999985,3589.3326835789035,no_dust
256,78.36213749999993,13777.398548085936,0.0036912499999999992,1242.2303386867181,no_dust
257,82.97285625000005,14134.67876619141,0.00989249999999999,945.6119904171873,no_dust
258,91.87554374999995,14968.431754628915,0.0003262499999999956,2072.3386234492204,no_dust
259,1.5201923076923078,378.4667972506009,0.0024879807692307684,35.902221251502404,no_dust
260,80.22810000000004,13737.040578632814,0.0009824999999999992,1001.5865089265627,no_dust
261,83.11948124999995,14259.155615683585,0.019136250000000004,1457.5825340523454,no_dust
262,2.593801738410596,610.4528866476096,0.006185844370860927,50.13712233417843,no_dust
263,90.94825819672126,14914.74163445001,0.00542886416861826,8587.408994222955,no_dust
264,90.21740624999998,14842.110227167977,0.010473750000000002,1812.0049605054699,no_dust
265,92.23031250000008,14920.007891132796,0.01265,4222.33303545156,no_dust
266,61.904756250000055,11669.003309707037,0.007494999999999996,1169.3549173234371,no_dust
267,83.97660000000012,14267.845038515628,0.013961249999999996,1436.2384968617187,no_dust
268,89.94232500000001,14748.632979609378,0.005791250000000003,1870.8673858273435,no_dust
269,94.60723124999996,15138.314037597662,-0.008945000000000002,2729.3826450171873,no_dust
270,95.14081874999995,15137.684717519547,0.01597625,2912.6520618195345,no_dust
271,90.55081875000006,14725.89947759765,0.01631,3423.5996637421867,no_dust
272,76.97940000000004,13417.303814296863,-0.022713750000000008,2045.3879758460914,no_dust
273,83.99572499999995,14309.883904218752,-0.012864999999999998,1636.0629167999996,no_dust
274,84.66510000000005,14401.789528007823,0.012655000000000001,2068.100639565625,no_dust
275,1.0090606508875732,252.99435344628324,0.003204511834319529,43.720912505778486,no_dust
276,1.5145833333333325,377.4521289062501,0.003966503267973858,168.41702845435043,no_dust
277,50.135549999999974,9895.063955624995,0.011474999999999999,995.0005023546877,no_dust
278,32.584537499999996,7083.663680742188,-0.0033399999999999997,624.6261800515629,no_dust
279,31.15398749999999,6822.15009820312,0.006998749999999999,727.4863764179685,no_dust
280,17.995987499999988,4053.2124691406243,-0.010481250000000017,400.1189131101561,no_dust
281,27.418556249999998,5930.3959781836,-0.007536249999999996,677.1219017695307,no_dust
282,17.90352145522387,4026.804107611357,-0.0024020522388059754,466.90201073052697,no_dust
283,,,,,no_dust
284,3.058971774193549,756.5539122353831,-0.007580645161290326,536.0637180695564,no_dust
285,0.0,0.0,0.045625,80.54104335937498,no_dust
286,2.461008883248731,582.0714834827095,0.0015640862944162443,32.089718910612305,no_dust
287,0.28687500000000005,70.1211650390625,0.003902777777777779,18.31093983506944,no_dust
288,0.5103390957446808,126.99249553274598,-0.002779255319148936,26.540290309175536,no_dust
289,26.757475363070526,5507.926573217876,0.008842064315352697,280.7309008728282,no_dust
290,22.706475000000047,4385.417878828126,-0.003132500000000003,330.61028089374986,no_dust
291,33.861805555555506,6899.564108072917,0.0028254357298474896,288.28508090533103,no_dust
292,33.964296558704476,6585.8980177758085,-0.004793775303643726,388.7262835059779,no_dust
293,25.33680000000002,5617.222217578122,-0.0031400000000000017,324.122388748437,no_dust
294,9.272118749999994,2121.5761106835935,-0.007065000000000002,103.53552185312499,no_dust
295,59.138962499999884,11184.778848164067,0.015333750000000007,871.6218069945311,no_dust
296,52.53223125000002,9933.359565761715,0.004112499999999996,765.8673495171874,no_dust
297,34.39949999999997,7330.672827421874,0.003860000000000008,428.35629203437486,no_dust
298,29.63864999999998,6485.827488398441,0.0037574999999999987,365.395173971875,no_dust
299,30.23503124999997,6557.33207724609,0.01212625,379.3348335835937,no_dust
300,36.25079999999998,7772.026865273439,0.0006212500000000031,397.3635237554682,no_dust
301,27.541274999999978,6022.428146718746,0.015632500000000004,394.96859274375004,no_dust
302,39.33725625000001,8147.740959667972,0.0031424999999999956,512.8479249203124,no_dust
303,34.027518750000006,6731.57012080078,-0.001971250000000005,725.0279794476569,no_dust
304,43.975068749999934,8738.058026777342,-0.002175,617.1091975656252,no_dust
305,3.284243421052633,775.0578049958882,0.0028750000000000013,34.09019454358552,no_dust
306,0.4392925126903548,110.62166669971458,-0.005092005076142132,19.17868997065358,no_dust
307,4.266972843450484,1055.003520429813,-0.0039037539936102265,181.56015725214672,no_dust
308,2.379932108626197,593.1978012055707,0.006569488817891371,164.47671679063484,no_dust
309,0.22117346938775512,55.90470463966837,-0.0055293367346938745,26.01812545838649,no_dust
310,8.993969298245615,2014.3582226562507,-0.006308479532163744,112.86597421418118,no_dust
311,0.4094832920792079,101.10273403658728,-3.4034653465347514e-05,43.440389250077374,no_dust
312,1.9294384057971012,479.6737381114133,0.007346014492753621,75.46109474826387,no_dust
313,0.743258101851852,186.33765760633682,0.0011284722222222228,137.77294265407988,no_dust
314,1.909557692307692,456.4911310096155,0.006044230769230766,57.771822335336495,no_dust
315,13.483726415094337,3205.3639547096104,0.006303066037735848,399.39738008181,no_dust
316,0.0,0.0,-0.009375,190.904287109375,no_dust
317,,,,,no_dust
318,0.0,0.0,0.033125,97.72827773437501,no_dust
319,3.534668674698796,852.0653455854667,-0.00028915662650602365,73.49548011483432,no_dust
320,2.466472138554217,610.6647153261481,-0.011419427710843375,102.21653587867094,no_dust
321,27.326756250000017,5322.321802792971,0.004005000000000002,298.19386087187473,no_dust
322,4.722918749999995,1051.391206230468,1.2500000000000538e-05,97.5800839156251,no_dust
323,0.9608562138728326,237.2665170587969,0.0026517341040462428,70.91260794797685,no_dust
324,1.524532390510949,378.11216158901715,-0.0031113138686131377,104.43995439381838,no_dust
325,2.1773076923076924,536.2405420673076,-0.010413461538461543,90.00869706730768,no_dust
326,0.6221217105263157,155.55221499794405,0.0033004385964912277,92.28163526589914,no_dust
327,25.972068750000002,5089.110757910155,0.011692500000000014,713.5924320609367,no_dust
328,8.735343749999993,1861.8216575976576,0.00042125,345.08414219921883,no_dust
329,0.12259615384615384,31.160417668269226,-0.005192307692307692,60.34351051682692,no_dust
330,57.61449795081968,11255.760043224891,0.0026827185792349657,425.65413469411703,no_dust
331,75.06384228187916,13471.996239513426,-0.01157158836689038,462.9411423500423,no_dust
332,74.81267201834865,13421.880182635105,0.0016356077981651335,510.95607100684487,no_dust
333,41.80614130434779,7955.941936396062,0.0005190217391304352,251.0970514096467,no_dust
334,68.60260198744764,12529.744343905268,0.0036780857740585744,414.3197309108588,no_dust
335,0.0,0.0,0.0031249999999999993,30.063231640625,no_dust
336,0.011580882352941177,2.940205078125,0.005291955017301034,42.593528493998726,no_dust
337,51.569797163588454,9594.88141379969,0.0060686015831134575,664.9592947600593,no_dust
338,56.64408740359895,10823.510109103874,-0.005053020565552698,830.5894594282207,no_dust
339,92.78805272108839,15031.652818080358,-0.00822845804988662,1813.34944695295,no_dust
340,95.6899038461539,15216.935550631006,-0.010736708144796383,1852.8909146908559,no_dust
341,3.0969129939209723,717.7796020433605,-0.008658814589665656,42.849548038563846,no_dust
342,0.3242456896551724,80.57366768973216,-0.0003571428571428577,11.697507712438426,no_dust
343,47.343618749999976,9670.64342712891,0.0027337500000000014,608.2978925648445,no_dust
344,45.19588125,9361.264230878905,0.009797500000000004,550.8028843218754,no_dust
345,27.962899709302313,5985.080604389983,-0.0016914970930232557,895.1717895837122,no_dust
346,13.442436079545462,3183.355044500177,0.0007930871212121204,568.1254847315935,no_dust
347,21.48449707031249,4701.630164337159,0.0028027343749999992,529.9610232116701,no_dust
348,9.178476962457342,2047.2130548074883,0.003227389078498291,411.5097418475361,no_dust
349,17.68272210743801,3789.671316583809,0.0044387052341597795,748.7343018508958,no_dust
350,7.8842812500000115,1850.5833055664073,0.0028287499999999984,76.75155989296871,no_dust
351,2.942062500000001,723.4159267968749,0.0010312499999999992,35.06035237578125,no_dust
352,5.6182875,1371.9618653906248,-0.011031250000000003,47.56354560703128,no_dust
353,10.373718749999998,2185.070889550779,0.008842499999999998,97.77341440781254,no_dust
354,1.4576981707317067,366.85846131859745,0.006638719512195125,354.7248803687118,no_dust
355,1.0397727272727273,255.2921271306818,-0.004147727272727274,266.8984956362801,no_dust
356,8.757656250000004,2052.0794047851573,-0.011996323529411771,787.0094666819847,no_dust
357,31.25591155234657,6648.606531405128,-0.0022856498194945853,824.3006001114051,no_dust
358,39.62957778450366,7703.622539984675,-0.011371065375302667,1154.2526827444008,no_dust
359,38.52403846153847,8217.74769230769,0.008775452488687776,906.5981062340919,no_dust
360,31.347999999999978,6710.492396875001,0.0005166666666666658,670.5034219861114,no_dust
361,7.115097656249999,1714.7335391235351,-0.0027851562499999986,545.7333999438475,no_dust
362,92.96503125000001,14863.447672910159,0.030392499999999992,12450.762298971864,no_dust
363,70.54479375000003,12685.763369355465,-0.0029700000000000043,4316.259762440625,no_dust
364,33.995325,6674.200036523437,-0.01378875,957.739549414844,no_dust
365,0.07797115384615386,19.8258255108173,-0.004694230769230773,355.7124693137019,no_dust
366,1.786385869565217,433.8313830672555,-0.003413043478260871,350.07044457201073,no_dust
367,0.4303125,109.01593652343749,-0.009125,365.83091851562506,no_dust
368,25.01982296137339,5441.517616516899,-0.004037017167381974,461.9569415554585,no_dust
369,4.407714843750001,1089.3167866516114,0.00047851562500000314,344.69893664550796,no_dust
370,11.492780172413795,2659.5811836610965,-0.003924949290060853,432.65179179608236,no_dust
371,9.139514218009472,2204.1810130794565,7.849526066350899e-05,298.4581645262516,no_dust
372,26.06163750000001,5023.792789804686,-0.010812500000000004,1256.281327575,no_dust
373,41.672737500000004,8161.073269101563,0.006817500000000008,1930.8522858499991,no_dust
374,0.6510318396226414,164.37383540315452,0.005961084905660379,391.06793957473457,no_dust
375,66.91436491935487,12395.136866903982,-0.0021915322580645154,1419.5500834740417,no_dust
376,67.82459745762715,12630.101772179563,0.0004597457627118655,1122.2798956475108,no_dust
377,27.841426630434775,6043.099589801292,-0.0020217391304347826,633.016500849185,no_dust
378,60.531262500000004,10612.9716553125,-0.002082500000000001,3103.9886004390664,no_dust
379,1.4694208115183243,371.04558159154124,0.005716623036649215,463.1999893222347,no_dust
380,9.014926675977652,2146.5005936299763,-0.011375698324022345,498.661267820356,no_dust
381,4.524732142857144,1107.9130287388389,0.006476190476190473,512.6007363169642,no_dust
382,47.09457692307693,9418.165822536048,0.008228846153846153,771.64645174399,no_dust
383,19.59014423076922,4528.540134465143,0.0039790723981900445,534.8485159095728,no_dust
384,70.25951250000006,12649.908330351565,0.0026537500000000055,2533.5619411179664,no_dust
385,53.28607500000005,10435.808705976562,-0.004656250000000007,1278.9815456804674,no_dust
386,40.258762499999946,7091.672525507813,0.003602499999999999,2066.7151797250012,no_dust
387,60.95169375000001,10705.282618535153,0.012216250000000001,2690.6855646695335,no_dust
388,0.7062499999999999,177.06861328124995,0.003860294117647058,458.0072593060661,no_dust
389,19.570293750000015,4384.634987988284,-0.004104999999999998,197.92780344218727,no_dust
390,6.208293750000008,1437.1204206445304,-0.009103749999999996,67.69136024921876,no_dust
391,27.040837500000013,5622.215629570318,0.002789999999999998,246.78835941250003,no_dust
392,28.66901249999998,5845.116046289065,0.007975,269.0288803374998,no_dust
393,32.97787499999999,6713.891804531252,0.0040687499999999995,256.2791566398438,no_dust
394,76.09933124999995,13530.863626699214,-0.0008499999999999974,1648.6860816453136,no_dust
395,39.16284298780485,8033.612521317645,0.0010619918699186974,611.9641627000763,no_dust
396,65.51017982897385,12249.194511502616,-0.009626509054325952,1186.372978240537,no_dust
397,13.346321770334928,3041.3331506990135,0.006695574162679428,345.4973216750152,no_dust
398,61.87302734374999,11781.1316555786,-0.0076341145833333365,1009.7187218725594,no_dust
399,73.17426226790451,12875.523833228006,-0.021230106100795763,1919.9995547434514,no_dust
400,75.45166666666665,13262.34690553978,-0.0074267676767676635,2735.5767555145208,no_dust
401,6.046984011627907,1396.5137719158793,0.0027180232558139533,200.2012090207122,no_dust
402,42.62803125000002,8675.379616464852,0.018931249999999983,1863.1038451070317,no_dust
403,20.570850000000004,4559.220356484378,0.018016249999999998,766.9093309054684,no_dust
404,34.06800000000002,6340.766162343754,0.011673749999999995,1744.7410179429694,no_dust
405,38.81100000000003,7960.136163749994,-0.005743750000000002,1234.8843393601578,no_dust
406,52.927481249999985,9982.007511503907,-0.006350000000000002,3093.6775165249987,no_dust
407,40.957781250000025,8315.82408216797,-0.007868749999999999,1625.232789771094,no_dust
408,54.5247375,10553.697202148438,0.010727499999999992,2781.420654132811,no_dust
409,62.73446250000001,11595.246112617184,0.013309999999999997,2905.793471504689,no_dust
410,46.43326875000004,9241.319014277355,-0.009170000000000001,1734.559669815625,no_dust
411,45.53821874999996,8901.91269544922,-0.002396249999999997,1587.6033616398452,no_dust
412,60.29698125000003,11172.153787207026,-9.000000000000166e-05,3068.4698576875,no_dust
413,59.84818124999998,10836.818439785164,-0.02080125,3527.575995771095,no_dust
414,65.299125,12129.878817773435,0.01881625000000001,2844.3266805179674,no_dust
415,49.347918750000034,9551.494563574213,0.004671250000000002,2415.368120571095,no_dust
416,68.04228750000004,12332.400704296879,0.016326249999999994,3538.3356956742177,no_dust
417,81.84766874999995,13819.353643300787,0.00010250000000000142,5059.872230075,no_dust
418,74.22539999999995,13163.116212421866,-0.001458750000000006,3127.5519362539085,no_dust
419,42.375581249999996,8566.416106347662,-0.00287875,1694.1445083789072,no_dust
420,28.55617499999999,6102.862242890631,-0.005752499999999999,981.1127864859382,no_dust
421,27.795956249999982,6189.353367011721,-0.001094999999999995,754.1663484734379,no_dust
422,57.749888059701505,11251.173845149246,-0.002210820895522384,1320.6346744577895,no_dust
423,21.777296511627906,5028.478471929505,-0.0005988372093023267,777.3306966533432,no_dust
424,90.73059375,14847.406818222675,0.0033362500000000002,4118.199755914841,no_dust
425,69.61468125000002,12797.55282533202,-0.008748749999999996,1564.89129696797,no_dust
426,80.87324999999987,13856.557951054698,-0.011991249999999998,2930.6542647257834,no_dust
427,81.05525625,14009.983778144522,0.004645000000000005,2132.0637728046886,no_dust
428,61.46711249999999,11632.233856640616,0.011825000000000016,1299.2339027593741,no_dust
429,70.94514374999997,12888.931645019533,0.006973749999999992,1479.2362424585936,no_dust
430,65.11297500000005,11989.421058515623,0.0009199999999999955,1360.5868726671881,no_dust
431,56.53031250000004,10920.048255351561,-0.0008650000000000013,1074.5055658781237,no_dust
432,11.433881250000002,2549.236493144531,-0.01225625000000002,338.8844807054687,no_dust
433,19.906882668711653,4414.685908083303,-0.004987218813905931,273.4238484918199,no_dust
434,26.150887499999993,5871.24756175781,0.0021412500000000025,241.31364089140646,no_dust
435,22.18053750000001,5030.039253867188,-0.006507500000000005,197.23034992812512,no_dust
436,32.648606250000014,7164.146291660162,-0.005411250000000003,251.88312839609378,no_dust
437,36.00855000000004,7471.884470273438,-0.006511249999999999,294.2229172820311,no_dust
438,41.335181249999955,8516.558492402346,0.0027737500000000036,288.339844405469,no_dust
439,57.52736249999999,10335.511504335936,0.005923749999999999,920.1633771648444,no_dust
440,11.767240731462932,2728.525689836704,0.002292084168336675,141.17541742077898,no_dust
441,15.58146502293577,3368.2614435206424,0.006738818807339462,245.0562108237169,no_dust
442,30.645262499999987,6625.53014484375,0.008910000000000003,363.27358987812505,no_dust
443,41.151899999999955,7341.644576953126,0.020914999999999996,740.0760561468751,no_dust
