,0,1,2,3,class
444,5.344241352201261,1293.8477069206936,-0.0030463836477987415,72.86810821786555,no_dust
445,57.39571874999997,9937.62246251953,0.010098749999999993,1042.4974062023434,no_dust
446,39.64038749999999,7940.718276328115,0.006439999999999999,733.3410269062501,no_dust
447,17.073843750000005,3707.585543847657,-0.0033974999999999995,231.52503592968753,no_dust
448,15.028425000000006,3230.0497163671885,0.0018950000000000071,287.9210980578125,no_dust
449,11.334750000000001,2438.5506841406213,-0.0007850000000000011,182.78816914375034,no_dust
450,18.93024375000001,3821.9322095507787,0.0016949999999999988,204.1295547203125,no_dust
451,30.978389270613107,6232.225290883493,0.004944503171247356,383.083938834567,no_dust
452,22.31013304455445,4564.609136370667,-0.0012484529702970297,188.32838548596067,no_dust
453,13.712624999999989,2517.7673903906243,0.0049,175.65109951093737,no_dust
454,31.570593750000018,6702.504657011725,-0.002988749999999996,385.61134509921834,no_dust
455,30.060356250000005,6275.309101699215,0.0008075000000000029,406.8333189703125,no_dust
456,37.81299374999998,7836.533951308593,0.007215000000000002,303.8614492625001,no_dust
457,89.55313124999991,14790.612357597642,-0.005134999999999993,885.375702828125,no_dust
458,24.598504601226995,5145.01461320936,-0.00024412065439672473,193.03102418280304,no_dust
459,28.02449999999999,5913.38254253906,0.014636249999999986,261.53736266796847,no_dust
460,10.71414374999999,2456.194963886718,0.006251249999999992,127.73061133671872,no_dust
461,40.21063124999996,7622.552018144529,-0.008296249999999995,497.3129570695319,no_dust
462,59.325697314049556,11388.983694876684,-0.0023024276859504155,1023.3808606041777,no_dust
463,64.98356250000008,12105.553371679684,-0.0070987499999999905,615.2998880742192,no_dust
464,56.31961875000007,10733.634636152347,-0.00879375,612.1154621273437,no_dust
465,59.76690000000002,10975.98580839843,0.01682000000000002,874.0052024593751,no_dust
466,84.92392499999997,14181.489603281243,-0.00032000000000000507,1631.6152809031248,no_dust
467,0.14166666666666666,35.944375,0.018402777777777782,136.82503459201388,no_dust
468,0.0,0.0,-0.020062499999999997,84.92043769531251,no_dust
469,1.747591145833334,431.45473937988277,-0.0002777777777777792,24.92542876519096,no_dust
470,11.20636792452831,2368.204088664505,0.00193003144654088,131.95125890248283,no_dust
471,2.497705078125001,598.2276187133791,0.0022493489583333332,21.337583681233735,no_dust
472,6.142551877470355,1493.3639612540146,0.0017465415019762855,35.73000888864871,no_dust
473,3.4971552309782616,852.0879230267071,-0.0013298233695652167,43.490841133449365,no_dust
474,71.20428749999996,12393.250489687505,-0.0005975000000000009,1607.4481048421874,no_dust
475,0.6762921554252197,168.67535353853563,-0.004191715542521987,19.202874893465896,no_dust
476,14.544186681222703,3213.148304875137,0.001031659388646288,180.55067948621732,no_dust
477,16.80300538277512,3800.799361402885,-0.008382177033492815,217.09861106646238,no_dust
478,13.900303819444437,3137.101467692057,-0.006501736111111108,200.6520038791232,no_dust
479,16.82609080188679,3732.8842993624726,0.0017924528301886725,225.96597659566638,no_dust
480,10.395034246575344,2310.1469699807367,-0.00014840182648401932,158.5825858090753,no_dust
481,13.589127906976751,3078.78749100654,-0.0030029069767441878,195.16671388626452,no_dust
482,12.173248318385642,2741.4979893760515,-0.0030829596412556065,185.89018473584636,no_dust
483,10.199294800884962,2341.785979111932,-0.002779314159292036,163.76419438087663,no_dust
484,58.64298750000003,10760.85374554687,-0.00947749999999999,1179.8899179609377,no_dust
485,58.446117813141626,10929.646688691128,-0.006673511293634496,1110.4082290666715,no_dust
486,26.951268750000015,5598.320516894534,0.0008874999999999984,614.3243381984377,no_dust
487,27.35384999999999,5723.790674062501,-0.0001150000000000074,637.0219793578124,no_dust
488,18.593963782696186,4272.403454516157,0.01474346076458754,399.1813767118333,no_dust
489,18.56941875000001,4150.653193652343,-0.0013362499999999991,398.20249347109376,no_dust
490,17.742046593186377,4087.4693417303406,-0.0005636272545090194,400.2436400879884,no_dust
491,9.667050000000003,2223.960259218752,-0.0008987499999999996,245.28384348359356,no_dust
492,11.374912500000002,2293.262786601561,-0.005055000000000001,293.6785587703127,no_dust
493,13.41638874745418,3047.9910562189716,0.0020901221995926703,340.2831640449975,no_dust
494,15.133612499999991,3305.9920074609386,0.0025399999999999997,354.18294936875,no_dust
495,18.442289540816322,4117.805216697225,-0.006257653061224487,463.1468466709184,no_dust
496,95.25014999999996,15207.52893363281,0.009436250000000014,4459.176998910152,no_dust
497,92.87960625000002,15045.137175058586,0.020146250000000046,4047.826516121091,no_dust
498,92.55798750000004,15021.25750582033,0.018104999999999996,3465.5413275203155,no_dust
499,90.73250625000004,14889.301511308584,0.010330000000000002,2948.7085965828146,no_dust
500,91.49463749999995,14938.505471601562,0.010617499999999998,2917.1715887687506,no_dust
501,90.82845000000002,14896.25822109375,-0.007046250000000005,3069.9594534695325,no_dust
502,89.76605625000005,14739.370625566395,0.019251249999999984,2770.6889372882806,no_dust
503,92.01866250000006,14947.39195066408,0.019453750000000037,3553.322544438284,no_dust
504,95.83473750000005,15244.745484374997,-0.013597499999999995,4510.3490913499945,no_dust
505,93.40841250000003,15084.38336941406,0.013658750000000011,4741.46406030859,no_dust
506,22.667876552795043,4814.854503348216,0.007540760869565219,269.4838351817257,no_dust
507,18.916218750000002,4188.809152441402,0.010880000000000008,516.3708274406255,no_dust
508,15.496349999999985,3393.505497304686,-0.004464999999999998,284.0606914218751,no_dust
509,10.248305412371131,2421.8896954131724,-0.005451030927835053,250.35699255960057,no_dust
510,4.818979591836736,1172.9106239636471,0.005088010204081632,172.26451200972545,no_dust
511,9.337366615853657,2250.8620685856517,-0.0017479674796747958,268.01472363916395,no_dust
512,7.718212500000003,1834.8997327734369,-0.0016949999999999982,272.2078484171878,no_dust
513,7.607543545081979,1783.9259598728866,-0.0017187500000000015,169.7171910540471,no_dust
514,8.096053644763861,1910.0816797075515,0.0028939938398357297,191.7408227468877,no_dust
515,5.8822125,1343.4637447265613,-0.006379999999999995,154.03844698125005,no_dust
516,10.456984186746995,2368.6402358457235,-0.008776355421686742,227.83830663042792,no_dust
517,6.687773437499994,1606.7522980957026,-0.0034583333333333315,211.0345959261069,no_dust
518,6.137531249999989,1472.5019455664074,0.011231250000000005,209.98712000078137,no_dust
519,65.91271874999993,12327.372290566393,-0.0014862500000000008,1393.6613202273434,no_dust
520,84.46396875000002,14338.379840449225,0.00538625,2437.7668910695324,no_dust
521,89.83554375000006,14815.803144199213,0.032478749999999994,2249.6903721023427,no_dust
522,90.60500625000003,14883.068966660148,0.016458749999999998,2291.9147348757806,no_dust
523,91.1835374999999,14909.524337109364,0.000367500000000006,2423.666316610937,no_dust
524,87.91475625000002,14670.030607207033,-0.017221250000000004,2149.4143856632827,no_dust
525,86.3292937499998,14532.482919902348,0.012857499999999992,1984.1704671,no_dust
526,87.72796874999997,14647.14841130858,0.02464999999999997,2399.1038645078097,no_dust
527,87.03946874999997,14602.710123105464,-0.004014999999999999,2106.8743280312506,no_dust
528,96.24241874999998,15262.035174667979,-0.0009687499999999968,3106.6471929867184,no_dust
529,91.98901875000004,14961.108314003914,2.499999999999064e-05,2551.259780448436,no_dust
530,89.8597687500001,14820.111152050782,0.019461249999999996,2252.110580803905,no_dust
531,89.56906874999997,14799.346840722665,-0.014922499999999983,2389.2891324859384,no_dust
532,91.59855000000009,14819.446423828129,-0.026736250000000013,1128.4839755585926,no_dust
533,94.11508125000006,15127.27004935547,0.03934499999999997,2513.010659185939,no_dust
534,90.49312500000008,14768.15267179688,-0.007411249999999995,872.4460161085937,no_dust
535,93.34689375000002,15060.392954472665,-0.00844875000000001,911.9640047632818,no_dust
536,91.33749375000004,14913.295837910162,0.008743749999999996,789.828167366406,no_dust
537,51.40576875000001,9971.15118134765,0.0041675000000000045,310.25430235312496,no_dust
538,50.964618750000035,9880.087428105458,-0.006901249999999992,460.62020062578114,no_dust
539,29.923931249999956,6267.763356855473,-0.01793625000000001,226.8151714804687,no_dust
540,26.452106249999986,5272.613746347661,0.014086249999999991,206.5557682773437,no_dust
541,41.034281249999985,8261.729378261718,0.004362500000000001,316.44932302500024,no_dust
542,,,,,no_dust
543,0.9963647959183675,246.61619399713013,3.826530612244892e-05,15.61288672672194,no_dust
544,0.7796452702702701,193.1404513302365,-0.0005912162162162168,31.757413925253367,no_dust
545,1.0447916666666666,263.13393554687497,0.004444444444444444,44.53764244791666,no_dust
546,86.91183176100635,14411.284692659185,-0.009424790356394121,1050.6455032060735,no_dust
547,83.6936965158924,14257.206529191822,0.00709810513447432,727.2279710393112,no_dust
548,0.2390625,60.84663574218751,0.0134375,43.8994912109375,no_dust
549,0.0,0.0,0.007321428571428571,115.05324263392856,no_dust
550,0.0,0.0,0.0085,106.71478109375,no_dust
551,0.0,0.0,-0.025972222222222226,62.12769253472223,no_dust
552,8.772604927007295,2086.3422910726495,-0.007764598540145982,308.1890065750454,no_dust
553,0.8797500000000003,220.07711249999994,-0.006975,59.189144265624975,no_dust
554,0.7079927884615385,176.5898657226562,-0.007536057692307688,42.859690782752416,no_dust
555,16.471289062500006,3872.35538635254,0.004756433823529412,301.76995212258765,no_dust
556,54.39081483644865,10584.274999498024,0.006106892523364482,267.74552220903917,no_dust
557,13.17993076347306,2992.795169611947,-0.00235965568862275,266.0431170927675,no_dust
558,21.3494391025641,4701.5382744891795,0.0058725071225071215,462.95395713586214,no_dust
559,16.606352459016396,3910.0530610431592,-0.006109118852459017,273.2005278192238,no_dust
560,12.637629608294931,2953.7869618105556,0.0025691244239631336,263.46277627088136,no_dust
561,11.663832938388623,2791.036573700385,-0.010485781990521333,232.84837850636842,no_dust
562,30.09917763157896,6429.022017372538,0.009216331269349847,564.6031390201722,no_dust
563,4.57018581081081,1085.060408440667,0.005354729729729731,160.30586549831085,no_dust
564,34.28427054317546,6960.74434358135,-0.0005275069637882996,696.0023022708481,no_dust
565,6.8093940548780525,1549.8085511147103,0.00016006097560975518,186.03318862900153,no_dust
566,49.261888586956516,9384.371629585596,-0.0027468297101449265,424.8610471877828,no_dust
567,3.248798076923076,750.0422731370194,-0.014375,272.8165599158654,no_dust
568,98.46378749999997,15406.351100859363,-0.008614999999999994,6374.392400951567,no_dust
569,98.46315000000003,15406.612724882809,-0.011838749999999988,3901.08027187578,no_dust
570,98.88676875000002,15432.065592714838,-0.005560000000000002,4452.062834234372,no_dust
571,98.66428124999999,15417.904671738292,-0.00804625,4857.736894549215,no_dust
572,98.50203749999996,15409.315428046873,-0.012707499999999998,4894.001443932808,no_dust
573,98.22695625000003,15393.543360292962,-0.00425874999999999,4772.164464307028,no_dust
574,98.76150000000007,15425.439596015625,-0.014215000000000005,5755.172308456249,no_dust
575,98.57088749999993,15413.48789941406,0.01532874999999999,5374.232895846088,no_dust
576,73.42158333333329,12348.215439062507,0.00124305555555556,1550.5475630928827,no_dust
577,33.81937499999999,6964.63907589844,0.0029212500000000037,782.9897388867192,no_dust
578,29.288981249999953,6039.472266035157,-0.018947500000000003,722.1194669265619,no_dust
579,21.245857224770656,4408.662026098409,-0.002144495412844035,722.8498654081855,no_dust
580,8.48845108695653,1926.3335984205157,-0.00322410485933504,421.683667678029,no_dust
581,27.61522499999998,5540.334625546876,0.005132499999999997,396.05106458906266,no_dust
582,29.449950000000022,5787.617486835937,0.00026750000000000157,450.57307819999966,no_dust
583,64.49364375,12038.754357597652,0.0018299999999999987,1098.9131141234375,no_dust
584,22.82149342105264,4803.715725431744,-0.003313157894736841,657.886259784539,no_dust
585,18.540093749999986,3718.2148961132816,0.00825500000000002,369.92657129687484,no_dust
586,9.460021551724143,2068.8774275996766,-0.0014794624746450307,195.8305962862894,no_dust
587,44.56635000000003,8762.515707304688,-0.00147,1242.1772788640635,no_dust
588,40.62915000000002,8288.41934671875,-0.01748249999999999,1088.6228427187505,no_dust
589,43.473993750000055,8892.795479238284,0.0044199999999999925,1179.4817262031245,no_dust
590,45.04543125000002,9043.479740566416,-0.003298749999999999,830.06546059922,no_dust
591,54.89703749999995,10527.46703156251,-0.017737499999999986,1448.7442681015625,no_dust
592,33.67848749999999,6873.86661433594,-0.009342500000000004,831.404546685937,no_dust
593,33.96121875000001,7011.782048496093,-0.002407500000000002,852.6068979250005,no_dust
594,88.45312499999987,14721.919591992184,0.0027000000000000006,4251.902613403126,no_dust
595,88.389375,14717.504800898432,-0.0017324999999999925,4432.000511465627,no_dust
596,87.62469375000002,14658.428826386735,0.012727500000000003,4033.150167167186,no_dust
597,87.92878124999994,14681.275258535157,-0.001469999999999986,4177.075853298438,no_dust
598,88.21119375000005,14700.819538300784,-0.0011337500000000071,3937.7155950335946,no_dust
599,88.72788749999998,14741.419675078128,-0.029906249999999995,4007.6904487148427,no_dust
600,86.62541249999985,14569.21305316406,0.044294999999999925,2816.783223606246,no_dust
601,86.91834375000006,14597.228312402345,0.017568750000000015,2930.687486685156,no_dust
602,80.73076874999995,14027.84766966796,0.016030000000000006,1459.9080855796878,no_dust
603,83.20936874999995,14277.694446386733,-0.009731249999999999,1962.9889011570328,no_dust
604,83.99614307535646,14330.276296302209,0.0021575865580448074,1369.2141509252463,no_dust
605,85.69448863636366,14490.035274680413,-0.008109848484848487,1403.1864213218114,no_dust
606,88.60134375000004,14728.054751542963,-0.032760000000000004,4397.952222276566,no_dust
607,88.17740625000002,14694.52908076171,0.007856250000000007,4436.778503980466,no_dust
608,87.97978125000003,14674.76432560546,0.019402500000000007,4297.306472803126,no_dust
609,88.05946875000006,14687.688044355475,-0.0221475,4546.021576018746,no_dust
610,50.18953773041471,9286.913587022067,-0.0014256912442396324,1461.3096867493525,no_dust
611,76.64690991620122,13574.036578976084,-0.007548882681564245,1422.1657303989182,no_dust
612,84.64215,13595.938563867192,-0.002163750000000001,3780.8658945710945,no_dust
613,70.73709743449781,12975.398284938756,-0.0008788209606986947,1366.081508730213,no_dust
614,6.838398357289528,1665.0721717386416,0.001415554414784394,562.1894035027914,no_dust
615,93.81705000000015,15064.110504843744,0.0005337499999999953,3426.422980458596,no_dust
616,22.00089874670185,5045.341984998559,-0.004737796833773083,783.4376667370965,no_dust
617,94.48100625000002,15126.362645800797,-0.02978375,10733.512209807024,no_dust
618,32.755626385809315,6427.103192601514,0.009219789356984476,627.680435001213,no_dust
619,54.310019531250035,10059.921493103026,-0.002850260416666667,755.1646656860344,no_dust
620,71.93113885983263,12877.852818281746,0.00620423640167364,829.9596685922784,no_dust
621,77.07534374999996,13504.974634160157,-0.009152499999999997,1141.0459615421878,no_dust
622,46.23021067415725,8659.483134743678,0.0019297752808988776,929.9071908409405,no_dust
623,61.75271250000001,11784.451793554688,0.01563374999999999,900.4385997726557,no_dust
624,76.94668864678899,13604.904211985737,-0.012145928899082564,1232.6260716286206,no_dust
625,60.18159374999994,10785.206166855467,0.0135175,2132.4479775093746,no_dust
626,95.66080671806165,15232.790829690926,-0.0037087004405286406,5279.461551734581,no_dust
627,96.61599374999997,15293.803544824215,-0.010516250000000005,4890.659752792971,no_dust
628,39.17883750000001,7820.240565937495,0.023844999999999967,476.82627551562496,no_dust
629,49.10630625,9296.070775488284,-0.0002737500000000096,762.2441787039056,no_dust
630,26.208900000000018,5529.511823906252,0.015082500000000009,333.34700112031237,no_dust
631,44.24823750000002,8946.263555507814,0.005081250000000001,505.4527574445312,no_dust
632,35.839931249999985,7509.183572285155,-0.004558750000000001,375.0162732632813,no_dust
633,49.79608125000001,9906.422959511718,-0.00708,628.9032628015622,no_dust
634,33.79419375,7089.850555488273,-0.016872499999999988,371.2477133828126,no_dust
635,45.098662499999996,8832.56500617187,-0.0038100000000000018,761.5854499234377,no_dust
636,23.081643749999994,5070.501415722654,-0.0008212500000000016,357.8910672085934,no_dust
637,12.850724999999986,2748.676753476564,0.00444875,128.2725109382812,no_dust
638,25.607737499999995,5452.402537265628,-0.007747499999999995,270.818399103125,no_dust
639,43.98048750000004,8750.855099179686,-0.007797500000000008,476.91071007031246,no_dust
640,48.44266875000001,9601.152327246096,0.002191249999999999,778.6963313148431,no_dust
641,54.318506250000034,10352.67978076172,0.015421250000000027,522.006797280469,no_dust
642,1.044998177842567,262.61182463443,-0.0012317784256559794,152.41379541499634,no_dust
643,5.6592105263157855,1364.3338553659544,0.004106359649122811,262.26411182497225,no_dust
644,0.9318749999999995,232.76720742187496,0.0013955882352941166,126.8523076884191,no_dust
645,4.0161190965092395,981.5303439425053,-0.0002541067761806985,278.6209935077644,no_dust
646,6.290058379120876,1516.6708617895777,-0.0010061813186813186,101.34786163933722,no_dust
647,1.7559966216216227,441.7349897065033,-0.00731981981981982,531.5012205799552,no_dust
648,5.096780303030302,1248.2901384943182,-0.007711489898989901,396.66276702375313,no_dust
649,0.3209635416666667,81.32534790039062,-0.013480902777777783,72.09554761827258,no_dust
650,4.971589285714285,1171.5605050781253,0.0020999999999999994,274.6866173883929,no_dust
651,2.3234056122448963,583.2076560507018,-0.0003826530612244896,283.46981633184515,no_dust
652,2.226942567567568,556.344755859375,-0.008859797297297297,265.6493433857686,no_dust
653,1.94827806122449,489.88281947544647,-0.004056122448979592,248.40468893494895,no_dust
654,17.890032582938396,4083.126877545542,0.0008678909952606629,411.6854791672839,no_dust
655,17.994454787234048,4087.538405709772,-0.0026409574468085105,425.7047780601728,no_dust
656,,,,,no_dust
657,0.9698753238341968,240.04323300376467,-0.00024125647668393727,43.164215387184285,no_dust
658,1.457429245283018,346.67858932783014,0.00015723270440251582,77.07718337264149,no_dust
659,0.7453125000000002,185.73321777343745,-0.002777777777777777,132.27893320312506,no_dust
660,5.824363151658769,1279.8698268105766,0.003416765402843602,177.59023928187932,no_dust
661,5.443269230769234,1262.6340420297477,-0.00647435897435897,150.67289394781662,no_dust
662,1.6405805687203823,370.3763376129297,0.0003865521327014213,76.55924543376031,no_dust
663,0.9614540816326533,233.92743750000002,-0.00195408163265306,75.79478880102036,no_dust
664,1.1808238636363626,283.6448536044035,0.003159090909090908,101.95035688683708,no_dust
665,37.24379664179104,6587.832650215718,0.0048563432835820874,900.1228834036846,no_dust
666,,,,,no_dust
667,,,,,no_dust
668,0.5691964285714283,142.02684724253388,-0.0018041871921182263,8.937254418103446,no_dust
669,23.112881250000004,4268.884087089846,-0.019343749999999993,465.9961615304686,no_dust
670,1.6342469262295085,399.25229244044556,-0.003089139344262298,62.34910269488561,no_dust
671,0.9725741239892186,244.15088248610186,0.0005306603773584899,32.54614211485009,no_dust
672,4.457396859605915,1011.1230468028407,0.0009605911330049271,91.1936437576971,no_dust
673,6.646652374670186,1551.2395204279362,-0.0015204485488126643,157.78539621330816,no_dust
674,99.74560787671233,15464.82859554259,-0.01240582191780822,1926.906851490795,no_dust
675,49.14696224619289,9567.833130180237,-0.0012246192893401017,685.202166291243,no_dust
676,63.85720291479819,11800.518260492587,-0.012138452914798207,687.629309639504,no_dust
677,25.152369966442954,5210.282743485212,0.0005704697986577176,267.1242017486367,no_dust
678,25.720572381930168,5509.366423816094,-0.004409650924024651,593.2451780030799,no_dust
679,11.711289153132252,2401.6108821463536,0.006564675174013918,724.0895208118835,no_dust
680,0.1332089552238806,33.787068854944025,-0.0050746268656716425,72.10507138526118,no_dust
681,0.7687499999999998,171.57088727678567,-0.005866596638655462,60.96401212578779,no_dust
682,0.20278453307392993,51.341107847458645,0.0009800583657587545,78.85024399775048,no_dust
683,,,,,no_dust
684,99.22134566326534,15435.950657106969,-0.014743622448979591,1639.0612370511794,no_dust
685,7.703125,1731.011220703125,-0.005535714285714286,115.17085818452381,no_dust
686,16.41721874999999,3794.7844075195303,-0.0020041666666666676,182.24847545312508,no_dust
687,0.3794642857142857,96.2408705357143,-0.00869047619047619,52.46336045386906,no_dust
688,65.47009662828948,10880.037493864365,-0.0038445723684210537,806.5421049393508,no_dust
689,64.02099719101122,11539.878260840933,-0.002497659176029968,470.37170298601353,no_dust
690,77.47528645833336,13342.674697998054,-0.008361111111111113,1291.05179126519,no_dust
691,18.787825144508677,3795.423123588781,-0.0014396676300578032,350.55706997267885,no_dust
692,92.97831249999996,15015.35562910156,0.005433333333333338,1330.8186020104167,no_dust
693,85.38381320224723,14454.981869623422,-0.00026685393258426757,715.26584492802,no_dust
694,68.87173295454542,12716.15714888139,-0.009794451871657756,592.2522519437248,no_dust
695,85.91805474238879,14507.70085056994,-0.0005005854800936766,991.5443515222488,no_dust
696,66.54030761718748,11901.904096755983,-0.009324544270833334,823.650483914185,no_dust
697,77.21503378378375,13579.450772144219,-0.006372466216216219,825.2830309623101,no_dust
698,53.26763698630138,10270.624752514985,-0.005596461187214611,400.32566950092723,no_dust
699,8.346829379562042,1976.650426052121,-0.0002828467153284681,145.87353311473538,no_dust
700,0.13546874999999997,34.41117919921875,0.0004687500000000004,198.08835494140627,no_dust
701,0.11743421052631578,29.73717310855263,0.021315789473684205,186.76872356085522,no_dust
702,0.06519886363636364,16.532190607244328,-0.010284090909090908,147.66862148437502,no_dust
703,1.1806128640776699,294.79323450773666,-0.004059466019417478,208.64962319098905,no_dust
704,0.0,0.0,-0.00038461538461538375,172.78887478966348,no_dust
705,1.0420673076923077,258.7806993689904,0.011298076923076916,237.37143320312495,no_dust
706,2.4415760869565197,604.1848649796199,-0.008372762148337596,38.13205235973464,no_dust
707,0.26562500000000006,67.11114512567934,-0.00773550724637681,39.43262655117753,no_dust
708,4.824767287234045,1174.1693557804185,-0.004543439716312054,108.33348454953463,no_dust
709,1.1187983960176993,275.71725035000696,0.0012209623893805312,20.996128402412893,no_dust
710,2.9617187500000006,596.3087808145059,0.0016399211711711707,34.63732196913706,no_dust
711,0.0,0.0,-0.0019642857142857144,1.7211842075892863,no_dust
712,0.0,0.0,0.0027256944444444438,2.2932983615451388,no_dust
713,3.598519736842107,878.2575422491773,0.009085526315789474,48.207606862664484,no_dust
714,,,,,no_dust
715,33.74191875000001,7148.357205644531,-0.0024987500000000027,355.38368768984384,no_dust
716,7.171180555555548,1727.736064453124,-0.0029997276688453187,273.9576402633101,no_dust
717,21.3505125,4399.321747851562,0.004613749999999996,255.61823032578133,no_dust
718,23.106187499999997,4844.062267382813,-5.37499999999997e-05,262.9192798789064,no_dust
719,28.182918750000013,5934.6420090820275,-0.0059424999999999955,317.84773803124995,no_dust
720,11.687791895604393,2429.4828853665867,-0.009053914835164833,86.99471763285536,no_dust
721,18.88147499999998,4171.413593320309,-0.0021500000000000004,115.86827608281256,no_dust
722,14.596199999999985,3290.492790703126,0.005701249999999994,117.23433890703126,no_dust
723,19.386854123173276,3965.9223372871543,0.003873956158663878,170.7669255732971,no_dust
724,7.227361111111111,1679.896666232639,-0.0010925925925925923,62.3863928993055,no_dust
725,12.866564162234033,2918.001130916515,0.0027127659574468143,77.66386712724402,no_dust
726,7.720716059602645,1764.7783766426953,0.004357064017660041,61.15155026559046,no_dust
727,10.732827970297029,2398.3976822594377,0.0028382838283828394,83.28627358704627,no_dust
728,86.66971875,14513.393510332038,0.0178675,2278.6407852031243,no_dust
729,86.80423125,14538.564383027362,-0.023480000000000004,2392.281903979687,no_dust
730,85.88623124999995,14392.336061425789,0.011260000000000008,2211.2665078687505,no_dust
731,85.05652499999998,14310.797099062489,0.02016874999999999,2482.7944959539086,no_dust
732,87.29415,14507.5741284375,0.029086249999999998,2436.863541963281,no_dust
733,68.62678571428572,12734.302700892866,0.012438725490196083,1220.673031708466,no_dust
734,76.50712993421051,13592.66671281351,-0.0027697368421052628,1322.1913380818262,no_dust
735,88.38809999999998,14706.411637500009,1.499999999999524e-05,1765.8889346802098,no_dust
736,6.324233028720627,1522.7140241514362,-0.0023041775456919054,77.11564006609004,no_dust
737,4.77974290780142,1173.7919227892296,0.0011894208037825055,113.1553575419253,no_dust
738,3.257964409722223,804.2421612548834,0.0008203124999999986,171.09028800365297,no_dust
739,23.16362315010572,5025.501223944576,0.007552854122621557,358.75529597482836,no_dust
740,13.111777807775379,2903.006200834402,-0.0030939524838012977,284.8401237462881,no_dust
741,22.120613913525496,4195.312626216915,-0.005135809312638583,654.6701988792267,no_dust
742,2.8723886986301372,702.4584732181078,-0.006987728310502279,86.71164471229312,no_dust
743,43.59624313186814,8512.45016009186,-0.0007568681318681385,1491.9065138744852,no_dust
744,0.724431818181818,180.51345636541194,-0.0005894886363636364,27.88854033647018,no_dust
745,,,,,no_dust
746,,,,,no_dust
747,,,,,no_dust
748,,,,,no_dust
749,0.26432926829268294,66.47839796112805,4.57317073170732e-05,8.656396274771339,no_dust
750,,,,,no_dust
751,19.2729,4354.412942812501,-0.0033837499999999996,180.9838708039062,no_dust
752,22.49673749999999,4982.535544921881,0.019482499999999993,239.79248791718757,no_dust
753,28.664868750000014,5868.956294121094,0.00036374999999999906,350.246535164844,no_dust
754,100.51111875000001,15520.73388591797,0.018956250000000015,3771.779910422659,no_dust
755,100.01514375000009,15497.197680761717,0.008270000000000007,3948.4767131796852,no_dust
756,80.20323750000003,13949.153246250004,0.0257375,1788.1610777718727,no_dust
757,0.0,0.0,-0.001909722222222222,8.413017990451388,no_dust
758,26.00171250000002,5788.415871914065,0.004848750000000002,662.7952803445315,no_dust
759,89.22959999999998,14624.254988437497,-0.010848750000000006,2160.536401771093,no_dust
760,79.36237500000009,13519.015411289043,-0.016770000000000018,2273.615738075002,no_dust
761,95.66388749999997,15231.919811132826,-0.0006112499999999786,2890.5471193304697,no_dust
762,93.00136875000007,14913.764017910158,0.02707874999999996,2743.272186022656,no_dust
763,95.2205062499999,15201.109391308582,-0.012942500000000001,2751.496888734377,no_dust
764,71.19918749999998,12328.412030156249,-0.026941249999999996,2177.853670013281,no_dust
765,53.49868124999999,9994.493124316401,0.02898999999999999,1403.644734720312,no_dust
766,30.45042264344261,6375.475561283299,-0.009409579918032781,369.16565294009337,no_dust
767,10.248985389610393,2408.044888012377,-0.0005397727272727277,146.19418018212258,no_dust
768,12.70325490762127,2941.0928694473523,0.006006062355658194,369.24337932754736,no_dust
769,26.637518939393942,5800.883380149147,-0.003688131313131312,709.5909469483909,no_dust
770,7.157281626506025,1713.5842269154753,-0.0002349397590361424,317.13445473268075,no_dust
771,84.2985375,14332.645600664053,-0.018628749999999993,2359.0943193351577,no_dust
772,81.57832499999996,14020.004079843746,-0.019727499999999995,2537.1979916187506,no_dust
773,87.8643937499999,14650.46031744142,-0.005161250000000008,3676.336108316408,no_dust
774,13.919175,3147.9951768750043,0.007243749999999995,157.0625238398437,no_dust
775,14.064843749999996,3172.873589472655,0.0037999999999999905,156.9365011124997,no_dust
776,7.174743749999987,1697.1966458789057,-0.0028837499999999983,93.65575708359373,no_dust
777,6.359700000000003,1476.958037695313,-0.00024375000000000246,99.9034140789062,no_dust
778,15.491887500000013,3237.2366044921855,-0.012397499999999988,342.3933703015626,no_dust
779,1.1247945205479442,268.1443385059934,0.001402397260273973,14.581123838827054,no_dust
780,,,,,no_dust
781,0.5340460526315789,130.11253546463817,-0.0014583333333333332,16.930644140625,no_dust
782,9.181275000000001,2127.2947038281227,-0.006403750000000007,338.5051577226566,no_dust
783,73.26181875000002,13034.441440371096,0.00789625000000001,1398.158466466406,no_dust
784,8.167708333333334,1732.0726139322933,0.0011410675381263611,90.31142476511423,no_dust
785,27.47656875000001,5962.251217675787,0.011879999999999986,281.94591600937497,no_dust
786,0.3446171465968585,86.73249299533707,-0.0018520942408376975,14.391820369764385,no_dust
787,19.03197274229076,4224.077184165923,-0.008856002202643173,246.74490218973713,no_dust
788,,,,,no_dust
789,,,,,no_dust
790,,,,,no_dust
791,51.85329374999998,9448.488562675782,-0.009533750000000002,623.9925954851558,no_dust
792,48.02670000000001,9363.31124835937,0.006668750000000007,379.7484390648444,no_dust
793,61.43906250000001,11640.286085273436,0.01542124999999999,492.55877474921886,no_dust
794,15.230127870563692,3132.542149375326,-0.0034068371607515694,254.30227502528066,no_dust
795,3.7779580152671786,906.6600277313921,-0.0023664122137404585,149.57132988430334,no_dust
796,18.104283707865164,4098.763857257286,0.010897120786516864,176.8013705484113,no_dust
